tour;tour_len;related_starting_points
[3, 1, 2, 11, 6, 5, 12, 13, 14, 4, 10, 8, 9, 15, 0, 7];7094;242
[3, 7, 0, 15, 11, 12, 13, 5, 14, 4, 10, 8, 9, 6, 2, 1];7179;56
[2, 15, 11, 12, 0, 7, 14, 4, 10, 8, 9, 6, 5, 13, 3, 1];7694;67
[4, 10, 8, 9, 11, 12, 13, 7, 3, 1, 2, 0, 15, 6, 5, 14];7089;26
[11, 6, 9, 8, 10, 4, 3, 1, 2, 15, 12, 13, 5, 14, 7, 0];8104;6
[4, 10, 8, 9, 11, 15, 0, 7, 3, 12, 13, 5, 6, 2, 1, 14];8320;3
[2, 1, 3, 7, 0, 8, 10, 4, 14, 13, 12, 5, 6, 9, 11, 15];7492;10
[4, 10, 8, 9, 6, 11, 2, 1, 15, 12, 13, 0, 7, 3, 14, 5];8102;4
[7, 3, 1, 2, 15, 13, 6, 5, 14, 4, 10, 8, 9, 11, 12, 0];6978;699
[10, 4, 14, 13, 12, 7, 0, 11, 6, 5, 9, 15, 3, 1, 2, 8];8281;10
[7, 3, 1, 2, 0, 15, 11, 6, 5, 4, 10, 8, 9, 12, 13, 14];7215;29
[15, 11, 6, 5, 13, 12, 9, 8, 10, 4, 14, 3, 1, 2, 7, 0];7171;113
[14, 4, 10, 8, 9, 15, 2, 1, 3, 5, 6, 11, 0, 7, 12, 13];7883;57
[15, 0, 7, 4, 10, 8, 9, 2, 1, 3, 11, 6, 5, 14, 13, 12];8116;7
[6, 9, 8, 10, 4, 3, 1, 2, 15, 14, 5, 13, 12, 7, 0, 11];8190;6
[0, 2, 1, 3, 7, 13, 6, 5, 14, 4, 10, 8, 9, 11, 12, 15];7058;68
[14, 13, 12, 7, 0, 15, 11, 9, 6, 5, 4, 10, 8, 2, 1, 3];8229;9
[13, 12, 11, 15, 2, 1, 4, 10, 8, 9, 0, 7, 3, 14, 5, 6];8377;1
[1, 3, 7, 0, 4, 10, 8, 9, 6, 5, 14, 13, 12, 11, 15, 2];7153;214
[2, 1, 3, 13, 12, 11, 9, 15, 0, 7, 14, 4, 10, 8, 5, 6];8152;6
[14, 7, 0, 9, 8, 10, 4, 3, 1, 2, 15, 11, 12, 13, 6, 5];8026;5
[12, 15, 1, 2, 6, 5, 14, 13, 0, 7, 3, 4, 10, 8, 9, 11];8405;1
[12, 13, 6, 11, 15, 0, 7, 14, 5, 4, 10, 8, 9, 2, 1, 3];8015;15
[12, 11, 9, 6, 5, 14, 13, 15, 1, 2, 8, 10, 4, 3, 7, 0];8664;1
[13, 5, 6, 9, 8, 10, 4, 14, 15, 2, 1, 3, 7, 0, 11, 12];6949;440
[14, 3, 7, 0, 9, 5, 6, 11, 13, 12, 15, 1, 2, 8, 10, 4];8405;3
[0, 13, 12, 11, 6, 5, 9, 8, 10, 4, 14, 15, 2, 1, 3, 7];6956;354
[5, 14, 13, 12, 15, 1, 2, 8, 10, 4, 3, 7, 0, 11, 9, 6];8636;1
[12, 11, 6, 5, 4, 10, 8, 9, 0, 7, 14, 13, 15, 2, 1, 3];7930;2
[5, 9, 8, 10, 4, 1, 2, 15, 13, 14, 3, 7, 0, 12, 11, 6];8357;4
[15, 11, 5, 6, 2, 1, 3, 7, 9, 8, 10, 4, 14, 13, 12, 0];8024;6
[1, 2, 15, 11, 12, 7, 0, 9, 6, 13, 14, 5, 8, 10, 4, 3];8382;1
[2, 15, 6, 5, 4, 10, 8, 9, 11, 12, 13, 14, 0, 7, 3, 1];7143;88
[15, 11, 12, 13, 5, 6, 9, 8, 10, 4, 14, 7, 3, 1, 2, 0];6941;366
[8, 9, 11, 15, 2, 1, 3, 4, 14, 7, 0, 12, 13, 6, 5, 10];8183;9
[11, 12, 15, 2, 1, 3, 7, 0, 4, 10, 8, 9, 13, 14, 5, 6];7406;17
[9, 13, 14, 15, 2, 1, 3, 7, 0, 12, 11, 6, 5, 4, 10, 8];7235;8
[1, 3, 7, 0, 12, 11, 6, 5, 14, 13, 9, 8, 10, 4, 15, 2];7462;2
[6, 11, 12, 13, 14, 3, 1, 2, 7, 0, 15, 9, 8, 10, 4, 5];7085;99
[12, 0, 7, 3, 14, 4, 10, 8, 2, 1, 15, 11, 9, 6, 5, 13];8359;9
[4, 10, 8, 9, 11, 13, 12, 15, 2, 1, 3, 5, 6, 0, 7, 14];8024;5
[2, 1, 3, 14, 4, 5, 6, 9, 11, 12, 13, 7, 0, 15, 10, 8];8813;1
[10, 4, 5, 6, 14, 7, 0, 15, 11, 12, 13, 3, 1, 2, 9, 8];7865;19
[1, 3, 14, 4, 10, 8, 9, 6, 5, 13, 12, 11, 15, 0, 7, 2];6950;635
[15, 12, 13, 6, 5, 14, 4, 10, 8, 9, 11, 0, 7, 3, 1, 2];6950;514
[14, 15, 0, 7, 3, 1, 2, 6, 5, 4, 10, 8, 9, 11, 12, 13];7303;26
[10, 4, 14, 7, 0, 6, 5, 13, 3, 1, 2, 15, 12, 11, 9, 8];7936;33
[14, 6, 5, 4, 10, 8, 2, 1, 3, 15, 9, 11, 12, 13, 0, 7];8453;1
[3, 7, 0, 11, 6, 5, 13, 12, 15, 1, 2, 9, 8, 10, 4, 14];7937;34
[1, 2, 15, 12, 6, 5, 14, 13, 7, 0, 11, 9, 8, 10, 4, 3];8108;7
[10, 8, 15, 2, 1, 3, 11, 9, 6, 5, 13, 12, 0, 7, 14, 4];8230;18
[10, 4, 3, 1, 2, 9, 11, 15, 0, 7, 12, 13, 14, 5, 6, 8];8274;6
[11, 6, 5, 13, 12, 9, 8, 10, 4, 14, 3, 1, 2, 7, 0, 15];7171;91
[12, 13, 5, 6, 11, 7, 3, 1, 2, 9, 8, 10, 4, 14, 0, 15];7809;56
[13, 11, 6, 5, 14, 4, 10, 8, 9, 15, 0, 7, 3, 1, 2, 12];6972;284
[4, 14, 7, 0, 9, 8, 10, 5, 6, 11, 13, 12, 15, 2, 1, 3];8192;5
[5, 8, 10, 4, 14, 7, 0, 15, 11, 9, 2, 1, 3, 12, 13, 6];8043;7
[1, 15, 12, 13, 14, 3, 7, 0, 11, 9, 6, 5, 4, 10, 8, 2];8432;2
[7, 14, 13, 12, 0, 15, 11, 9, 8, 10, 4, 5, 6, 2, 1, 3];8002;5
[9, 15, 0, 7, 11, 12, 13, 14, 3, 1, 2, 8, 10, 4, 5, 6];8196;17
[12, 11, 15, 2, 1, 3, 14, 13, 6, 5, 4, 10, 8, 9, 0, 7];7863;12
[4, 10, 8, 5, 6, 7, 3, 1, 2, 9, 11, 13, 12, 15, 0, 14];8125;3
[5, 4, 10, 8, 9, 2, 1, 15, 11, 12, 13, 0, 7, 3, 14, 6];7998;24
[3, 1, 2, 0, 15, 11, 9, 8, 10, 4, 14, 5, 6, 13, 12, 7];7028;231
[13, 14, 5, 6, 2, 1, 3, 4, 10, 8, 9, 11, 15, 0, 7, 12];8186;7
[7, 0, 15, 9, 8, 10, 4, 5, 14, 3, 1, 2, 12, 13, 6, 11];8041;5
[13, 12, 15, 1, 2, 6, 5, 11, 7, 3, 0, 9, 8, 10, 4, 14];8255;1
[4, 10, 8, 9, 11, 12, 13, 14, 5, 6, 2, 1, 3, 7, 0, 15];7530;5
[11, 6, 9, 15, 2, 1, 3, 4, 10, 8, 5, 14, 13, 12, 7, 0];8282;6
[1, 3, 12, 11, 15, 0, 7, 4, 10, 8, 5, 14, 13, 6, 9, 2];8441;2
[2, 1, 3, 7, 14, 5, 4, 10, 8, 9, 6, 13, 12, 11, 15, 0];7157;18
[11, 0, 7, 13, 12, 15, 2, 1, 3, 14, 4, 10, 8, 9, 5, 6];7649;107
[9, 15, 2, 1, 3, 7, 0, 11, 6, 5, 12, 13, 14, 4, 10, 8];7009;631
[6, 5, 9, 8, 10, 4, 14, 13, 15, 0, 2, 1, 3, 7, 12, 11];7021;162
[10, 4, 0, 7, 3, 1, 2, 15, 11, 12, 13, 14, 5, 6, 9, 8];7153;196
[14, 5, 4, 10, 8, 9, 6, 13, 12, 11, 15, 0, 7, 2, 1, 3];7166;51
[10, 8, 9, 5, 14, 7, 0, 11, 6, 13, 12, 15, 2, 1, 3, 4];8141;11
[8, 10, 4, 3, 1, 2, 6, 5, 14, 13, 7, 0, 15, 12, 11, 9];8216;9
[3, 1, 2, 15, 11, 9, 6, 5, 13, 12, 7, 0, 8, 10, 4, 14];8193;9
[12, 13, 0, 15, 9, 5, 4, 10, 8, 2, 1, 3, 7, 14, 6, 11];8467;3
[9, 11, 15, 0, 7, 14, 4, 10, 8, 2, 1, 3, 12, 13, 5, 6];8241;5
[3, 1, 2, 0, 15, 11, 12, 13, 6, 5, 14, 4, 10, 8, 9, 7];7068;53
[8, 2, 1, 3, 15, 9, 6, 11, 0, 7, 12, 13, 5, 14, 4, 10];8407;4
[1, 2, 0, 15, 11, 6, 5, 13, 12, 9, 8, 10, 4, 14, 7, 3];7162;70
[6, 5, 8, 10, 4, 14, 7, 0, 12, 11, 9, 15, 2, 1, 3, 13];8020;2
[13, 12, 15, 0, 7, 3, 1, 2, 9, 8, 10, 4, 14, 5, 6, 11];6909;716
[6, 5, 14, 4, 10, 8, 9, 11, 12, 13, 0, 7, 3, 1, 2, 15];6997;435
[11, 6, 5, 14, 13, 12, 7, 0, 15, 9, 8, 10, 4, 3, 1, 2];8052;77
[1, 3, 14, 13, 7, 0, 15, 12, 11, 9, 6, 5, 4, 10, 8, 2];8259;13
[1, 3, 14, 13, 12, 6, 11, 7, 0, 9, 8, 10, 4, 5, 15, 2];8227;1
[10, 4, 14, 13, 5, 6, 11, 12, 2, 1, 3, 7, 0, 15, 9, 8];7073;141
[15, 1, 2, 9, 8, 10, 4, 3, 7, 0, 11, 12, 13, 14, 5, 6];8271;18
[10, 4, 14, 1, 2, 6, 5, 13, 15, 0, 7, 3, 12, 11, 9, 8];8368;1
[15, 12, 13, 14, 5, 6, 11, 9, 8, 10, 4, 7, 3, 1, 2, 0];7365;25
[3, 1, 2, 7, 0, 15, 11, 12, 13, 5, 6, 9, 8, 10, 4, 14];6950;619
[7, 0, 15, 12, 11, 9, 6, 5, 13, 3, 1, 2, 8, 10, 4, 14];8262;13
[3, 1, 2, 15, 13, 14, 7, 0, 12, 11, 9, 8, 10, 4, 5, 6];8023;5
[10, 8, 5, 6, 0, 7, 3, 1, 2, 15, 9, 11, 12, 13, 14, 4];7263;26
[8, 9, 6, 11, 12, 15, 2, 1, 3, 7, 0, 13, 5, 14, 4, 10];7037;80
[6, 9, 8, 10, 4, 7, 3, 1, 2, 0, 15, 11, 12, 13, 14, 5];7222;151
[11, 12, 13, 5, 14, 4, 10, 8, 9, 6, 15, 2, 1, 3, 7, 0];7098;108
[3, 12, 13, 14, 5, 8, 10, 4, 7, 0, 11, 6, 9, 15, 2, 1];8371;1
[0, 2, 1, 3, 7, 4, 10, 8, 9, 6, 5, 14, 13, 12, 11, 15];7222;138
[0, 2, 1, 3, 7, 14, 13, 12, 11, 9, 6, 5, 4, 10, 8, 15];7515;13
[8, 10, 4, 14, 1, 2, 15, 9, 11, 0, 7, 3, 12, 13, 6, 5];8345;1
[7, 4, 10, 8, 9, 11, 12, 6, 5, 14, 13, 15, 0, 2, 1, 3];7463;17
[5, 12, 7, 3, 1, 2, 0, 15, 8, 10, 4, 14, 13, 11, 9, 6];7568;6
[9, 8, 10, 4, 5, 14, 3, 1, 2, 11, 6, 13, 12, 7, 0, 15];8011;13
[7, 2, 1, 3, 14, 5, 4, 10, 8, 9, 6, 13, 12, 11, 15, 0];7166;46
[15, 0, 7, 3, 1, 2, 8, 10, 4, 14, 5, 6, 13, 12, 11, 9];7437;30
[9, 8, 10, 4, 5, 14, 7, 0, 13, 12, 11, 15, 2, 1, 3, 6];7985;22
[13, 14, 4, 10, 8, 7, 3, 1, 2, 0, 15, 11, 9, 6, 5, 12];7611;14
[4, 14, 13, 15, 2, 1, 3, 7, 0, 12, 11, 6, 5, 9, 8, 10];6923;1080
[2, 0, 15, 11, 6, 9, 8, 10, 4, 14, 5, 13, 12, 7, 3, 1];7099;35
[6, 14, 7, 3, 1, 2, 0, 15, 12, 13, 11, 9, 8, 10, 4, 5];7171;72
[4, 10, 8, 9, 15, 0, 7, 11, 12, 13, 14, 3, 1, 2, 6, 5];7949;26
[1, 3, 7, 0, 14, 13, 12, 9, 8, 10, 4, 5, 6, 11, 15, 2];7144;41
[6, 5, 14, 13, 15, 0, 7, 4, 10, 8, 2, 1, 3, 12, 11, 9];8570;3
[8, 10, 4, 14, 13, 12, 11, 6, 5, 9, 15, 0, 7, 3, 1, 2];7382;240
[13, 12, 15, 0, 2, 1, 3, 7, 8, 10, 4, 14, 5, 6, 9, 11];7487;16
[11, 12, 15, 2, 1, 3, 7, 0, 13, 6, 5, 14, 4, 10, 8, 9];6966;353
[14, 5, 6, 11, 12, 15, 2, 1, 3, 4, 10, 8, 9, 0, 7, 13];8051;23
[9, 0, 7, 3, 14, 5, 6, 11, 13, 12, 15, 2, 1, 4, 10, 8];8373;5
[7, 3, 1, 2, 9, 11, 12, 13, 6, 5, 8, 10, 4, 14, 15, 0];7299;23
[12, 13, 11, 6, 5, 10, 8, 9, 2, 1, 3, 4, 14, 7, 0, 15];8162;9
[6, 11, 12, 13, 7, 0, 15, 2, 1, 3, 14, 4, 10, 8, 9, 5];6982;471
[9, 8, 10, 4, 3, 1, 2, 6, 5, 14, 13, 7, 0, 15, 12, 11];8216;5
[9, 6, 5, 14, 13, 12, 0, 7, 3, 4, 10, 8, 2, 1, 15, 11];8616;1
[14, 3, 1, 2, 15, 12, 13, 7, 0, 11, 6, 5, 9, 8, 10, 4];7649;119
[7, 3, 1, 2, 9, 8, 10, 11, 15, 0, 12, 13, 6, 5, 4, 14];8335;3
[6, 11, 15, 2, 1, 3, 4, 10, 8, 9, 0, 7, 12, 13, 14, 5];8021;36
[8, 10, 4, 3, 1, 2, 15, 13, 14, 5, 6, 12, 7, 0, 11, 9];8126;2
[10, 4, 5, 6, 14, 3, 1, 2, 15, 0, 7, 13, 12, 11, 9, 8];7179;108
[1, 3, 14, 5, 4, 10, 8, 9, 15, 0, 7, 12, 13, 6, 11, 2];8011;8
[4, 14, 5, 6, 13, 12, 11, 15, 0, 7, 3, 1, 2, 9, 8, 10];6913;208
[0, 6, 5, 8, 10, 4, 14, 13, 12, 11, 9, 15, 2, 1, 3, 7];7263;14
[14, 4, 10, 8, 2, 1, 3, 15, 9, 5, 6, 11, 12, 13, 0, 7];8256;25
[5, 4, 10, 8, 9, 6, 13, 12, 11, 15, 0, 2, 1, 3, 7, 14];7157;16
[10, 4, 15, 2, 1, 3, 7, 0, 13, 14, 5, 6, 12, 11, 9, 8];7438;12
[15, 12, 11, 9, 8, 10, 5, 6, 13, 0, 7, 14, 4, 3, 1, 2];8219;9
[3, 5, 6, 11, 7, 0, 15, 9, 8, 10, 4, 14, 13, 12, 2, 1];7998;3
[4, 14, 7, 0, 15, 12, 11, 9, 2, 1, 3, 13, 6, 5, 8, 10];8064;9
[5, 6, 11, 12, 15, 0, 2, 1, 3, 7, 13, 14, 4, 10, 8, 9];7003;146
[0, 15, 2, 1, 3, 13, 12, 11, 6, 9, 8, 10, 4, 5, 14, 7];7217;10
[0, 7, 14, 4, 10, 8, 9, 5, 6, 11, 12, 13, 3, 1, 2, 15];7038;56
[9, 15, 0, 2, 1, 3, 7, 11, 6, 5, 12, 13, 14, 4, 10, 8];7115;214
[3, 14, 13, 12, 15, 1, 2, 8, 10, 4, 5, 6, 9, 11, 0, 7];8432;1
[6, 12, 13, 14, 3, 1, 2, 8, 10, 4, 5, 9, 15, 0, 7, 11];8497;1
[13, 14, 5, 6, 11, 12, 3, 1, 2, 9, 8, 10, 4, 7, 0, 15];8128;13
[3, 1, 2, 6, 5, 14, 13, 12, 11, 9, 8, 10, 4, 15, 0, 7];7530;4
[2, 8, 10, 4, 14, 0, 15, 11, 12, 13, 5, 6, 9, 7, 3, 1];8263;7
[12, 11, 0, 15, 9, 8, 10, 4, 5, 6, 2, 1, 3, 7, 14, 13];7961;3
[14, 7, 0, 12, 11, 9, 6, 5, 13, 3, 1, 2, 15, 8, 10, 4];8215;7
[3, 7, 0, 12, 13, 6, 11, 15, 1, 2, 9, 8, 10, 4, 5, 14];8133;7
[13, 14, 5, 6, 2, 1, 4, 10, 8, 9, 11, 12, 3, 7, 0, 15];8650;1
[0, 15, 11, 6, 9, 2, 1, 3, 4, 10, 8, 5, 14, 13, 12, 7];8306;6
[6, 5, 14, 13, 12, 11, 0, 7, 3, 4, 10, 8, 9, 2, 1, 15];8271;11
[3, 13, 5, 6, 0, 7, 14, 4, 10, 8, 9, 11, 12, 15, 2, 1];7936;29
[15, 2, 1, 3, 7, 0, 8, 10, 4, 14, 5, 6, 9, 11, 13, 12];7368;54
[3, 4, 14, 7, 0, 15, 9, 8, 10, 5, 6, 11, 13, 12, 2, 1];8225;6
[5, 6, 9, 11, 15, 0, 2, 1, 3, 7, 8, 10, 4, 14, 13, 12];7611;14
[14, 13, 15, 2, 1, 3, 12, 11, 6, 5, 4, 10, 8, 9, 0, 7];7930;4
[14, 5, 6, 2, 1, 3, 4, 10, 8, 9, 11, 15, 0, 7, 12, 13];8186;4
[12, 13, 14, 4, 10, 8, 9, 15, 0, 7, 11, 6, 5, 3, 1, 2];7998;1
[1, 2, 0, 15, 6, 5, 13, 12, 11, 9, 8, 10, 4, 14, 7, 3];7161;175
[1, 3, 13, 5, 6, 9, 11, 12, 15, 0, 7, 14, 4, 10, 8, 2];8262;12
[1, 2, 15, 12, 13, 0, 7, 14, 6, 5, 4, 10, 8, 9, 11, 3];7933;5
[1, 2, 9, 8, 10, 4, 7, 0, 15, 11, 6, 5, 14, 13, 12, 3];8080;11
[1, 2, 0, 15, 8, 10, 4, 14, 5, 6, 9, 11, 12, 13, 7, 3];7390;58
[9, 8, 10, 4, 14, 5, 6, 13, 12, 11, 15, 0, 7, 3, 1, 2];6913;258
[15, 11, 6, 12, 13, 14, 5, 9, 8, 10, 4, 7, 3, 1, 2, 0];7523;1
[8, 10, 4, 15, 0, 7, 3, 1, 2, 6, 5, 14, 13, 12, 11, 9];7530;2
[11, 12, 3, 1, 2, 15, 13, 14, 5, 6, 9, 8, 10, 4, 7, 0];8022;1
[1, 15, 12, 13, 5, 6, 9, 11, 0, 7, 3, 14, 4, 10, 8, 2];8379;6
[5, 6, 11, 12, 13, 7, 0, 9, 8, 10, 4, 3, 1, 2, 15, 14];8096;8
[12, 15, 2, 1, 3, 4, 10, 8, 9, 5, 6, 11, 0, 7, 14, 13];7978;23
[14, 3, 1, 2, 12, 13, 6, 11, 7, 0, 15, 9, 8, 10, 4, 5];8041;6
[5, 6, 13, 12, 7, 0, 15, 11, 9, 2, 1, 3, 14, 4, 10, 8];7978;8
[14, 5, 4, 10, 8, 9, 15, 2, 1, 3, 12, 13, 6, 11, 0, 7];7991;4
[13, 5, 6, 9, 11, 15, 0, 7, 14, 4, 10, 8, 2, 1, 3, 12];8241;11
[10, 8, 2, 1, 15, 12, 13, 6, 14, 3, 7, 0, 11, 9, 5, 4];8721;1
[5, 14, 13, 12, 7, 0, 15, 9, 8, 10, 4, 3, 1, 2, 11, 6];8052;64
[1, 2, 0, 15, 9, 6, 11, 12, 13, 14, 5, 8, 10, 4, 7, 3];7619;16
[4, 10, 8, 2, 1, 3, 7, 0, 15, 9, 5, 6, 11, 12, 13, 14];7382;204
[8, 10, 4, 14, 7, 3, 1, 2, 0, 15, 12, 13, 11, 6, 5, 9];6974;379
[5, 14, 4, 10, 8, 9, 6, 11, 7, 3, 1, 2, 0, 15, 12, 13];7127;25
[10, 5, 6, 2, 1, 3, 4, 14, 7, 0, 15, 12, 13, 11, 9, 8];8357;2
[0, 15, 11, 9, 8, 10, 4, 14, 5, 6, 13, 12, 7, 3, 1, 2];7028;219
[5, 14, 13, 12, 11, 9, 8, 10, 4, 0, 7, 3, 1, 2, 15, 6];7373;25
[12, 3, 7, 0, 15, 11, 6, 5, 1, 2, 9, 8, 10, 4, 14, 13];8200;5
[13, 6, 5, 10, 8, 2, 1, 3, 4, 14, 7, 0, 15, 9, 11, 12];8690;1
[7, 0, 13, 12, 11, 9, 8, 10, 4, 3, 1, 2, 15, 6, 5, 14];8080;67
[10, 8, 5, 6, 13, 7, 0, 15, 12, 11, 9, 2, 1, 3, 14, 4];8008;3
[10, 8, 2, 1, 3, 12, 11, 9, 6, 5, 14, 13, 15, 0, 7, 4];8570;1
[6, 5, 13, 12, 3, 1, 2, 8, 10, 4, 14, 7, 0, 15, 11, 9];8241;6
[8, 9, 5, 14, 3, 7, 0, 12, 13, 6, 11, 15, 2, 1, 4, 10];8472;1
[14, 13, 7, 0, 15, 12, 11, 6, 9, 2, 1, 3, 4, 10, 8, 5];8336;2
[4, 5, 6, 11, 3, 1, 2, 9, 8, 10, 15, 0, 7, 12, 13, 14];8483;3
[6, 5, 13, 12, 3, 7, 0, 15, 11, 9, 8, 10, 4, 14, 1, 2];8320;7
[4, 10, 8, 9, 6, 11, 3, 1, 2, 15, 12, 13, 0, 7, 14, 5];7915;5
[0, 2, 1, 3, 7, 14, 4, 10, 8, 9, 12, 13, 5, 6, 11, 15];7162;72
[4, 3, 1, 2, 7, 0, 15, 11, 12, 13, 14, 5, 6, 9, 8, 10];7207;392
[11, 10, 8, 9, 2, 1, 3, 7, 14, 4, 5, 6, 13, 12, 0, 15];8335;3
[5, 6, 2, 1, 3, 7, 14, 4, 10, 8, 9, 15, 0, 11, 12, 13];7908;9
[3, 7, 0, 8, 10, 4, 14, 5, 6, 9, 11, 13, 12, 15, 2, 1];7368;59
[11, 12, 6, 5, 14, 13, 15, 2, 1, 3, 7, 0, 4, 10, 8, 9];7394;19
[1, 2, 15, 9, 6, 11, 12, 13, 14, 5, 8, 10, 4, 0, 7, 3];7550;16
[11, 9, 6, 5, 13, 12, 7, 0, 8, 10, 4, 14, 3, 1, 2, 15];8193;4
[11, 6, 5, 9, 8, 10, 4, 14, 3, 1, 2, 15, 12, 13, 7, 0];7649;113
[1, 2, 8, 10, 4, 14, 3, 7, 0, 9, 6, 5, 13, 12, 11, 15];8372;5
[1, 2, 0, 15, 6, 5, 14, 4, 10, 8, 9, 11, 12, 13, 7, 3];7089;36
[1, 2, 9, 8, 10, 4, 14, 5, 6, 11, 13, 12, 15, 0, 7, 3];6909;703
[1, 2, 9, 11, 15, 0, 12, 13, 14, 4, 10, 8, 5, 6, 7, 3];8097;3
[14, 13, 12, 5, 6, 11, 2, 1, 3, 7, 0, 15, 9, 8, 10, 4];7094;239
[15, 11, 9, 6, 5, 12, 13, 14, 4, 10, 8, 7, 3, 1, 2, 0];7611;13
[11, 12, 13, 14, 5, 6, 2, 1, 3, 4, 10, 8, 9, 15, 0, 7];8153;8
[12, 2, 1, 3, 4, 10, 8, 5, 14, 13, 7, 0, 15, 9, 6, 11];8399;3
[7, 3, 1, 2, 15, 12, 11, 6, 5, 4, 10, 8, 9, 13, 14, 0];7176;16
[6, 11, 13, 12, 15, 0, 2, 1, 3, 7, 14, 4, 10, 8, 9, 5];6974;397
[11, 6, 5, 9, 15, 0, 7, 14, 4, 10, 8, 2, 1, 3, 13, 12];8192;40
[3, 12, 13, 6, 5, 8, 10, 4, 14, 7, 0, 11, 9, 15, 2, 1];8019;6
[3, 4, 10, 8, 9, 15, 0, 7, 12, 13, 14, 5, 6, 11, 2, 1];8052;49
[7, 3, 14, 4, 10, 8, 2, 1, 15, 12, 13, 5, 6, 9, 11, 0];8379;1
[2, 1, 3, 14, 5, 4, 10, 8, 9, 6, 11, 0, 7, 13, 12, 15];7828;65
[14, 5, 6, 2, 1, 3, 7, 0, 15, 4, 10, 8, 9, 11, 12, 13];7530;4
[11, 15, 0, 7, 3, 1, 2, 9, 8, 10, 4, 14, 5, 6, 13, 12];6913;217
[1, 2, 8, 10, 7, 0, 15, 9, 5, 6, 11, 12, 13, 4, 14, 3];9073;1
[4, 10, 8, 9, 0, 3, 7, 11, 6, 5, 14, 13, 12, 15, 2, 1];8467;1
[3, 7, 0, 12, 13, 14, 4, 10, 8, 9, 5, 6, 11, 15, 2, 1];6875;856
[9, 6, 5, 13, 12, 3, 7, 0, 8, 10, 4, 14, 1, 2, 15, 11];8584;2
[0, 11, 6, 5, 9, 8, 10, 4, 3, 1, 2, 15, 12, 13, 14, 7];7978;20
[5, 6, 11, 15, 0, 2, 1, 3, 7, 14, 4, 10, 8, 9, 12, 13];7162;77
[7, 3, 14, 5, 6, 13, 12, 11, 15, 2, 1, 4, 10, 8, 9, 0];8377;3
[11, 6, 13, 3, 1, 2, 9, 8, 10, 4, 5, 14, 7, 0, 15, 12];8036;8
[4, 3, 1, 2, 15, 12, 13, 11, 6, 5, 14, 7, 0, 9, 8, 10];8022;18
[0, 15, 11, 9, 8, 10, 4, 5, 6, 2, 1, 3, 7, 14, 13, 12];8002;2
[8, 5, 14, 13, 15, 1, 2, 9, 6, 11, 12, 0, 7, 3, 4, 10];8537;1
[1, 3, 7, 6, 5, 8, 10, 4, 14, 13, 12, 11, 9, 15, 0, 2];7366;6
[5, 13, 0, 7, 3, 14, 4, 10, 8, 9, 11, 12, 15, 1, 2, 6];8148;3
[12, 15, 1, 2, 9, 8, 10, 4, 5, 14, 3, 7, 0, 11, 6, 13];8153;17
[8, 9, 15, 2, 1, 3, 12, 11, 0, 7, 14, 13, 6, 5, 4, 10];7874;3
[11, 9, 15, 2, 1, 3, 7, 0, 14, 4, 10, 8, 5, 6, 13, 12];7196;29
[3, 1, 2, 7, 0, 15, 11, 6, 12, 13, 14, 5, 9, 8, 10, 4];7508;6
[15, 11, 9, 8, 10, 4, 14, 3, 1, 2, 6, 5, 13, 12, 7, 0];7929;42
[2, 7, 0, 15, 11, 6, 5, 14, 13, 12, 9, 8, 10, 4, 3, 1];7428;73
[5, 4, 10, 8, 2, 1, 15, 11, 12, 0, 7, 3, 14, 13, 9, 6];8522;2
[11, 9, 8, 10, 4, 14, 5, 6, 2, 1, 3, 7, 0, 15, 12, 13];7104;119
[5, 14, 4, 10, 8, 9, 11, 12, 7, 3, 1, 2, 0, 15, 13, 6];7076;50
[12, 11, 15, 0, 4, 10, 8, 9, 7, 3, 1, 2, 6, 5, 14, 13];8299;2
[5, 14, 13, 9, 8, 10, 4, 3, 1, 2, 7, 0, 15, 12, 11, 6];7460;37
[0, 15, 12, 13, 11, 6, 5, 14, 4, 10, 8, 9, 2, 1, 3, 7];6909;719
[2, 1, 3, 7, 14, 4, 10, 8, 5, 6, 13, 12, 11, 9, 15, 0];7267;13
[8, 10, 4, 7, 3, 1, 2, 6, 5, 14, 13, 12, 0, 15, 11, 9];8230;2
[13, 15, 1, 2, 9, 6, 11, 12, 0, 7, 3, 4, 10, 8, 5, 14];8537;1
[4, 10, 8, 2, 1, 3, 14, 6, 13, 12, 7, 0, 15, 11, 9, 5];8518;4
[15, 13, 6, 5, 14, 4, 10, 8, 9, 11, 12, 7, 3, 1, 2, 0];7076;61
[5, 4, 10, 8, 9, 11, 13, 12, 15, 2, 1, 3, 7, 0, 14, 6];7100;94
[10, 4, 14, 7, 3, 1, 2, 0, 15, 11, 12, 13, 5, 6, 9, 8];6941;382
[4, 10, 8, 9, 11, 12, 15, 1, 2, 6, 5, 13, 0, 7, 3, 14];8148;2
[7, 13, 14, 3, 1, 2, 6, 5, 4, 10, 8, 9, 11, 12, 15, 0];8012;8
[2, 15, 12, 13, 6, 5, 14, 7, 0, 11, 9, 8, 10, 4, 3, 1];8033;26
[0, 15, 11, 12, 13, 6, 9, 8, 10, 4, 5, 14, 7, 3, 1, 2];7157;29
[10, 8, 9, 11, 15, 0, 7, 12, 13, 14, 5, 6, 2, 1, 3, 4];8186;6
